Gene ,A1,A2,A3,B1,B2,B3,C1,C2,C3
Als2cr12,3,6,3,1,3,8,24,17,8
Alx1,0,0,0,0,0,0,0,0,0
Alx3,0,0,0,0,0,0,0,0,0
Alx4,0,1,0,0,0,0,0,0,0
Alyref,2530,2547,2610,3581,2855,3429,1803,1635,1494
Amacr,110,136,100,12,21,35,36,32,24
Ambn,0,0,0,0,0,0,0,0,0
Ambp,0,0,0,0,0,0,0,0,0
Ambra1,695,725,587,869,826,957,633,596,498
Amd1,1184,1239,1164,1933,1682,2078,1378,1161,932
Amdhd1,0,0,0,0,0,0,0,0,0
Amdhd2,1139,1137,932,543,650,829,1182,1205,1144
Amelx,0,0,0,0,0,0,0,0,0
Amer1,202,234,186,18,8,28,40,31,25
Amh,2,4,3,7,7,17,0,4,0
Amhr2,5,12,1,10,2,0,5,0,1
Amigo1,30,16,14,11,6,2,13,18,11
Amigo2,12,11,9,2,6,2,3,6,0
Amigo3,47,55,22,67,47,95,58,46,51
Ammecr1l,1412,1549,1105,1492,1358,1861,1484,1465,1108
Amn,63,96,65,57,64,59,39,23,33
Amn1,50,52,49,16,16,12,5,30,23
Amotl2,2715,2421,1911,4460,4321,5184,5193,5167,4343
Ampd1,8,5,6,40,32,44,35,63,35
Ampd2,1296,1440,1118,842,821,940,425,466,386
Ampd3,6581,6393,5150,2988,2715,3568,4642,3912,3212
Amph,710,642,485,88,101,140,156,159,121
Amt,10,15,9,7,22,16,17,17,15
Amtn,0,0,0,0,0,0,0,0,0
Amy1a,0,4,0,2,0,0,0,0,0
Amy2a3,0,0,0,0,0,0,0,0,0
Amz1,1,1,0,5,3,5,0,7,3
Amz2,1280,1149,846,465,354,494,379,427,342
Anapc1,2079,1839,1800,422,436,595,385,373,288
Anapc10,353,336,286,234,212,310,101,83,74
Anapc11,814,868,593,780,690,798,814,700,755
Anapc13,286,284,260,221,184,171,297,229,172
Anapc15,529,624,624,311,369,475,429,397,354
Anapc2,1798,1942,1570,2014,2013,2787,2841,2398,2332
Anapc4,1517,1327,1169,368,324,450,382,362,263
Anapc5,6926,7786,6892,3467,3481,4544,4489,3994,3583
Anapc7,1123,1127,925,1081,1043,1269,1079,908,953
Andpro,0,0,0,0,0,0,0,0,0
Ang,14,16,6,13,3,9,12,18,8
Ang2,0,0,0,0,0,0,0,0,0
Angel1,1408,1377,951,139,178,151,375,393,365
Angel2,623,623,604,353,363,466,323,348,190
Angpt1,19,12,16,0,3,0,3,0,2
Angpt2,0,2,1,0,0,0,1,3,0
Angpt4,1,2,0,2,0,6,0,1,0
Angptl1,0,0,0,0,0,0,0,0,2
Angptl2,0,0,0,1,0,0,2,2,2
Angptl3,0,0,0,0,0,0,0,0,0
Angptl4,0,0,0,2,0,0,1,1,0
Angptl6,19,10,12,2,15,7,2,7,0
Ank1,0,0,0,3,1,0,4,0,0
Ank3,342,381,268,110,83,102,120,106,67
Ankef1,0,0,0,0,0,0,0,0,0
Ankfy1,3397,3510,2925,2619,2555,3700,3023,2952,2284
Ankh,549,550,415,182,164,196,157,167,147
Ankhd1,2336,2361,2182,2150,2033,2811,1743,1557,1229
Ankib1,964,981,737,919,893,1039,757,680,525
Ankle2,662,733,619,474,459,647,596,526,426
Ankmy2,1185,1173,874,278,227,350,281,291,197
Ankra2,14,12,20,6,14,16,13,17,7
Ankrd1,0,2,0,0,0,0,0,5,0
Ankrd10,567,643,442,193,220,238,170,159,140
Ankrd12,638,639,543,1001,1004,1269,641,713,521
Ankrd13a,5395,5140,3990,4742,4690,6383,6342,5794,4926
Ankrd13c,2985,2776,2142,1919,1938,2561,1695,1634,1278
Ankrd13d,773,931,701,164,133,189,195,178,159
Ankrd16,47,29,30,52,56,47,18,43,16
Ankrd17,5295,4894,3988,4223,4085,5265,3461,3240,2503
Ankrd2,0,0,0,22,15,9,12,10,8
Ankrd22,586,386,258,3751,3812,5044,5668,4744,4620
Ankrd23,30,39,25,4,7,10,1,0,3
Ankrd24,95,66,48,31,14,42,20,16,16
Ankrd27,907,925,654,510,451,592,389,300,274
Ankrd29,168,138,99,98,73,78,84,44,36
Ankrd32,273,430,433,78,67,108,49,50,39
Ankrd33b,1,3,1,0,2,0,12,6,6
Ankrd34a,3,1,0,1,4,0,0,0,3
Ankrd34b,0,0,1,0,0,4,0,0,2
Ankrd34c,0,0,0,0,0,0,0,0,0
Ankrd37,23,37,22,48,55,42,14,21,29
Ankrd39,157,106,108,20,11,12,25,33,13
Ankrd40,1729,1744,1624,873,705,936,1413,1422,1069
Ankrd42,144,119,124,149,110,158,109,111,96
Ankrd44,203,215,166,34,21,25,21,37,12
Ankrd46,1424,1289,907,216,159,251,423,396,338
Ankrd49,714,647,626,260,254,335,132,189,119
Ankrd50,2889,2559,2053,7146,6795,8456,6764,6019,5150
Ankrd52,1713,1801,1459,1608,1555,2243,1525,1315,1208
Ankrd54,284,266,257,157,145,257,105,114,93
Ankrd55,0,0,0,0,0,0,0,0,0
Ankrd6,273,317,222,47,39,31,33,24,24
Ankrd61,5,7,2,26,21,36,21,23,14
Ankrd65,37,32,17,26,25,34,28,39,30
Ankrd7,0,2,2,4,1,0,1,1,0
Ankrd9,546,425,370,721,707,820,1119,837,1031
Anks1a,784,789,583,547,625,622,432,532,393
Anks1b,0,0,0,0,0,0,0,3,1
Anks3,193,274,187,109,98,126,112,82,71
Anks4b,7,8,4,0,12,0,11,1,6
Anks6,762,807,617,403,400,543,651,588,493
Ankzf1,989,1114,819,629,741,926,772,904,673
Ano1,78,130,170,3,17,2,9,3,4
Ano4,0,0,0,0,0,0,0,0,0
Ano6,1227,1602,1338,2114,1907,2561,1888,2114,1540
Ano7,0,0,0,0,0,2,0,3,0
Anp32a,2977,2552,2146,680,459,594,1054,917,683
Anp32b,4934,5081,4742,1974,1901,2342,1902,1794,1372
Anp32e,1716,1815,1788,968,746,985,604,487,468
Anpep,0,2,0,1,0,2,0,0,0
Antxr1,664,651,482,28,21,25,68,68,60
Anxa1,72555,66588,55658,251941,237174,360157,226943,206164,153839
Anxa10,0,0,0,0,0,0,0,0,0
Anxa11,2743,2603,2069,3185,3106,4004,4212,3796,3439
Anxa13,0,0,0,0,0,0,0,1,0
Anxa2,58505,64839,51834,48867,47513,55608,74753,71269,55830
Anxa3,5360,5151,3986,2364,2306,2836,3322,3347,2465
Anxa4,5197,5268,4108,2933,3000,3846,3454,3031,2785
Anxa5,3363,3078,2504,4127,3842,4680,4070,4190,3536
Anxa6,524,547,391,264,208,381,493,421,342
Anxa7,5798,5338,3857,2152,2130,2567,1809,1987,1758
Anxa8,58335,70224,58914,13764,13095,14650,23748,25292,18448
Aoah,0,0,0,0,0,0,0,0,0
Aoc1,0,0,0,0,0,0,0,0,0
Aoc2-ps1,77,72,43,66,49,67,24,26,11
Aoc3,28,5,9,35,15,72,17,18,6
Aox1,1,0,0,0,2,0,0,0,0
Aox2,65,53,23,12,13,5,16,7,2
Aox3,0,0,0,0,0,0,0,0,0
Aox4,2,0,0,0,1,1,0,0,0
Ap1ar,1032,1076,838,468,468,652,817,783,554
Ap1b1,2755,2521,1945,970,1009,1398,1156,1126,829
Ap1g1,1920,1906,1602,2267,2035,2997,1534,1385,1048
Ap1m1,896,883,772,280,303,406,444,426,347
Ap1m2,1751,1761,1408,850,864,1068,1447,1301,1195
Ap1s1,2409,2520,2056,1348,1202,1365,2181,1785,1850
Ap1s2,120,109,88,256,191,322,355,300,232
Ap1s3,908,753,668,209,241,297,240,224,132
Ap2a1,2686,2818,2293,1633,1720,2034,2752,2533,2123
Ap2a2,4726,5018,3913,1128,1085,1393,1571,1575,1117
Ap2b1,3495,3977,3161,1703,1581,2042,2466,2629,1727
Ap2m1,12612,12722,9686,5582,5301,7177,9297,8624,7286
Ap2s1,2791,2688,2206,1429,1301,1336,1992,2099,1870
Ap3b1,1969,1973,1688,2028,1846,2469,2088,2179,1653
Ap3d1,5258,5282,4147,7034,7109,8699,9489,8885,7658
Ap3m1,1355,1335,1002,929,858,1208,1542,1496,986
Ap3m2,81,142,93,69,75,79,53,54,64
Ap3s1,1224,1123,907,911,765,1158,1414,1321,922
Ap3s2,638,575,427,206,245,264,337,325,315
Ap4b1,506,641,458,258,286,314,224,325,233
Ap4e1,337,409,267,125,128,171,184,166,108
Ap4m1,238,291,176,399,399,467,324,285,260
Ap4s1,144,140,116,92,83,91,78,82,70
Ap5b1,160,126,137,781,826,956,229,249,256
Ap5m1,250,273,239,77,60,121,53,47,24
Ap5s1,115,105,90,12,35,18,42,23,16
Ap5z1,291,305,277,425,416,488,372,325,282
Apaf1,971,964,937,1939,1893,2451,2159,2636,1672
Apba1,4,1,0,0,0,0,2,4,1
Apba2,0,0,0,0,0,0,0,0,0
Apba3,1417,1247,1009,1315,1328,1451,1029,978,846
Apbb1,31,10,0,3,2,4,13,2,6
Apbb1ip,0,0,0,0,0,0,0,0,0
Apbb3,258,273,139,96,145,117,73,85,91
Apc,1583,1445,1162,1655,1200,1747,1008,1289,829
Apc2,36,37,30,21,18,19,11,12,10
Apcs,0,0,0,7,3,19,6,2,0
Apeg3,0,0,0,0,0,0,0,0,0
Apeh,3629,4153,3234,1013,985,1324,1580,1445,1394
Apex1,1757,1799,1357,364,366,337,310,328,226
Apex2,249,256,180,172,214,218,80,53,67
Apex2l1,0,0,0,0,0,0,0,0,0
Aph1a,3274,3208,2342,3858,4037,4950,3600,3334,3530
Aph1b,11,3,5,0,2,1,6,1,0
Api5,4140,3927,3385,2790,2470,3568,2296,2039,1548
Apip,350,358,306,78,69,129,61,52,57
Apitd1,174,304,228,18,12,28,11,4,7
Aplf,229,226,176,70,57,79,76,74,51
Apln,2,6,4,1,0,0,2,1,2
Aplnr,4,2,0,10,4,0,3,0,4
Aplp1,468,404,278,278,262,315,357,350,275
Aplp2,9034,10221,9298,8653,8126,11090,11071,11656,8030
Apmap,696,802,644,190,179,235,247,245,176
Apoa1,0,3,0,5,24,1,10,17,6
Apoa1bp,377,455,383,169,160,263,290,312,221
Apoa2,0,4,0,0,0,0,0,0,1
Apoa4,0,2,0,1,0,0,0,1,0
Apoa5,0,2,0,0,1,0,0,0,0
Apob,0,0,0,0,0,0,0,0,0
Apobec1,103,110,85,6,17,8,5,5,8
Apobec2,0,7,5,6,8,2,2,1,0
Apobec3b,469,393,357,127,62,78,104,110,63
Apobec4,0,0,0,0,0,3,0,0,0
Apobr,0,0,0,0,0,0,2,0,1
Apoc1,0,0,0,0,0,0,0,0,0
Apoc2,0,0,0,0,0,0,0,0,0
Apoc3,0,0,0,0,0,0,0,0,0
Apoc4,0,0,0,0,0,0,0,0,0
Apod,0,0,0,0,0,0,0,0,0
Apoe,50,51,9,253,269,227,111,108,116
Apof,0,0,0,0,0,0,0,0,0
Apoh,0,0,0,4,0,0,0,0,0
Apol3,0,0,0,0,0,0,0,0,0
Apol9a,23,24,27,2,0,0,0,0,0
Apold1,9,14,13,1,0,2,4,2,4
Apom,26,28,9,17,23,38,21,14,19
Apon,0,0,0,0,0,0,0,0,0
Apoo,279,291,210,53,55,81,69,66,48
Apool,275,236,212,115,82,148,174,150,137
Apopt1,13,6,3,2,5,5,3,0,0
App,15227,16021,12008,10111,9736,12487,10217,9721,8133
Appbp2,1860,1954,1686,1967,1957,2443,1444,1298,914
Appl2,306,324,235,154,129,216,162,136,80
Aprt,1692,1994,1641,838,741,796,857,677,781
Aptr,1,1,1,0,0,0,0,0,0
Aptx,359,317,338,172,155,250,248,247,247
Aqp1,1,1,1,0,0,0,0,0,0
Aqp11,35,35,16,28,19,25,55,47,60
Aqp12a,0,0,0,0,0,0,0,0,0
Aqp2,0,0,0,0,0,0,0,0,0
Aqp3,836,743,625,90,102,61,89,59,71
Aqp4,0,0,0,0,0,0,0,0,0
Aqp5,0,2,2,3,0,0,0,0,0
Aqp6,0,0,0,0,0,0,0,0,0
Aqp7,3,3,1,5,2,0,0,0,1
Aqp8,0,0,0,0,0,0,0,0,2
Aqp9,0,0,0,0,0,0,0,0,0
Aqr,2847,2809,2344,1146,1095,1598,950,986,650
Ar,1,7,6,0,3,0,1,0,4
Araf,1755,1647,1306,519,501,640,826,719,642
Arap2,1688,1830,1599,2676,2431,3992,2661,2256,1626
Arc,1,5,6,19,21,11,24,15,17
Arcn1,7321,6851,5791,4459,3964,5889,5219,4981,3665
Areg,1928,1742,1574,1256,1019,1205,2095,2064,1671
Arel1,738,658,621,1392,1054,1690,999,851,719
Arf1,9610,9708,7867,7737,7293,8730,9771,9018,7956
Arf2,478,541,409,644,565,780,798,673,641
Arf3,6211,6996,4798,3396,3276,3710,3720,3400,3095
Arf4,7165,7203,5884,7985,7235,9853,8282,7835,6869
Arf5,3030,3308,2622,2649,2556,3023,2803,2439,2648
Arf6,4182,4379,3801,9482,8943,10252,6443,6058,5676
Arfgap1,1256,1249,958,1131,1196,1366,2105,1443,1844
Arfgap2,1769,1872,1482,1569,1467,1889,1484,1314,1246
Arfgap3,909,716,593,576,475,670,599,514,460
Arfgef1,2894,2905,2135,3158,2795,3899,3404,3296,2460
Arfgef2,1402,1289,1085,1016,895,1181,1509,1584,1140
Arfip1,1437,1405,1120,553,566,939,659,678,486
Arfip2,985,882,673,545,411,574,464,398,385
Arfrp1,723,779,557,404,447,427,613,515,542
Arg1,81,88,92,113,114,73,77,163,77
Arg2,28,32,24,48,56,79,49,39,42
Arglu1,1369,1474,1123,1155,1211,1230,1527,1348,1139
Arhgap1,1919,1929,1705,1538,1552,1824,1297,1166,853
Arhgap10,1290,1223,997,3006,3070,3983,5812,5636,4347
Arhgap11a,1046,1940,2412,68,41,85,23,38,33
Arhgap12,893,932,748,1073,1003,1325,1030,981,705
Arhgap15,0,0,0,0,0,0,0,0,0
Arhgap17,971,991,833,3840,3720,5012,3198,2889,2198
Arhgap18,518,501,470,41,45,84,68,71,43
Arhgap20,28,24,21,22,32,9,29,40,28
Arhgap21,1432,1512,1327,1626,1488,2201,1674,1704,1120
Arhgap22,300,372,344,458,397,527,788,823,604
Arhgap24,0,6,0,3,0,16,1,2,3
Arhgap25,0,0,0,0,0,0,0,0,0
Arhgap26,3,5,1,0,0,1,0,1,1
Arhgap27,817,846,681,1841,1773,2078,1766,1677,1407
Arhgap28,113,115,101,20,29,24,72,59,47
Arhgap29,475,443,401,69,62,84,174,227,119
Arhgap30,1,1,2,93,29,33,3,9,5
Arhgap31,17,17,17,1,11,8,4,5,0
Arhgap35,2718,3020,2557,2836,2667,3306,2519,2605,1958
Arhgap39,339,346,321,308,296,355,389,337,246
Arhgap4,97,36,32,129,80,90,68,67,60
Arhgap5,1595,1442,1267,2430,2029,3303,2691,2292,1585
Arhgap8,125,136,113,25,23,60,44,65,40
Arhgap9,1,1,0,0,0,4,0,0,2
Arhgdia,13041,14117,11463,9199,9360,10212,11005,9961,9384
Arhgdib,107,97,85,45,43,39,31,33,18
Arhgef1,5516,5995,5170,3706,3643,4573,3468,3326,2689
Arhgef11,722,764,632,561,557,830,685,699,471
Arhgef12,1472,1497,1166,2326,2186,3064,2429,2397,1593
Arhgef15,1,2,0,10,8,13,3,3,7
Arhgef16,1056,934,789,1759,1771,2166,2033,1812,1672
Arhgef18,3365,3184,2411,1276,1292,1679,1600,1476,1162
Arhgef19,85,77,62,11,4,14,45,25,13
Arhgef2,2669,3086,2470,896,805,1057,1720,1540,1302
Arhgef25,55,49,31,71,43,58,42,48,68
Arhgef28,724,805,661,158,170,277,285,397,234
Arhgef3,764,857,636,1864,1649,2066,890,976,684
Arhgef37,7,7,17,3,8,14,3,3,4
Arhgef39,148,164,213,64,53,61,68,76,53
Arhgef40,40,64,82,4,3,2,14,8,8
Arhgef6,93,115,74,87,96,166,183,196,124
Arhgef7,2012,2109,1757,1572,1583,1876,1502,1693,1175
Arhgef9,25,38,13,13,8,4,6,6,4
Arid1a,2005,2050,1691,3630,3488,4174,2781,2692,2180
Arid3a,64,49,32,234,195,246,370,248,235
Arid3b,7,5,7,85,73,114,93,67,47
Arid3c,0,0,0,3,0,1,0,0,0
Arid4a,609,686,663,1278,1181,1463,783,668,534
Arid4b,41,37,34,73,58,89,70,70,48
Arid5a,9,17,9,87,68,79,38,15,23
Arid5b,643,775,578,2605,2429,3048,2403,2404,1928
Arih1,2784,2648,2368,3971,3387,4641,2549,2330,1775
Arih2,2042,2218,1745,2488,2347,2882,2481,2034,1795
Arl1,1487,1492,1331,836,786,892,1063,887,700
Arl10,105,111,102,31,41,84,44,23,27
Arl11,0,0,0,0,0,0,0,0,0
Arl13a,0,0,0,0,0,0,0,0,0
Arl13b,399,368,348,151,111,207,86,85,52
Arl14,0,0,0,0,2,10,0,0,1
Arl14ep,576,595,583,302,280,404,194,162,128
Arl2,224,260,194,103,76,100,115,92,74
Arl2bp,1223,1120,867,429,385,562,417,418,338
Arl3,813,815,596,907,856,857,927,792,710
Arl4a,274,309,272,217,177,216,320,302,220
Arl4c,1235,1145,1020,96,108,120,506,435,342
Arl4d,452,488,359,103,93,146,114,60,112
Arl5a,690,707,630,521,375,506,475,394,307
Arl5b,658,677,581,3420,3308,4452,1835,1574,1220
Arl5c,15,9,10,4,6,4,11,0,4
Arl6,339,285,221,64,89,109,95,97,58
Arl6ip1,2478,2735,2665,2626,2420,3348,2398,1879,2021
Arl6ip4,2508,2320,1700,1198,1167,1345,1386,1227,1161
Arl6ip5,711,639,466,188,190,176,210,235,213
Arl6ip6,630,676,687,286,279,324,222,219,166
Arl8a,1725,1820,1439,2521,2252,2808,2491,2300,2015
Arl8b,3952,3611,2716,7828,7766,11064,11161,10073,7917
Arl9,0,5,0,0,2,0,0,0,0
Armc1,842,783,739,283,214,333,191,188,175
Armc10,661,633,522,277,254,319,280,275,231
Armc12,1,0,0,0,0,0,0,2,0
Armc3,0,0,0,0,0,0,0,0,0
Armc5,309,311,275,372,327,380,334,277,254
Armc6,137,90,83,32,45,46,50,34,23
Armc7,142,160,108,162,154,153,145,173,128
Armc8,842,843,715,2216,2188,2444,791,689,499
Armc9,447,440,353,129,111,164,143,113,128
Armcx1,6,2,5,4,0,0,4,0,1
Armcx2,0,0,0,4,0,1,9,5,3
Armcx3,2913,3265,2677,3513,3670,4562,4246,3979,3400
Armcx6,847,1011,933,415,400,445,612,539,479
Armt1,435,340,327,69,90,130,94,64,46
Arnt,906,967,740,965,986,1210,1024,811,785
Arnt2,115,146,122,22,8,16,27,18,10
Arntl,1308,1023,824,521,445,565,784,647,638
Arntl2,78,78,91,30,33,17,108,126,84
Arpc1a,3110,3077,2215,2887,2919,3844,3591,3409,2776
Arpc1b,14012,16705,13360,12420,12108,13458,17866,16925,17042
Arpc2,17299,17781,14355,15425,14238,19503,18192,16584,13052
Arpc3,4505,4701,3721,4514,4290,5845,6240,5884,5309
Arpc4,5500,5779,4160,4859,4520,5175,4867,4144,4163
Arpc5,8937,9299,7486,9777,9075,11544,9630,8804,7632
Arpc5l,1579,1649,1247,1043,1054,1256,1098,951,959
Arpin,477,500,503,146,125,118,93,120,136
Arpp19,1717,1805,1178,1728,1535,1477,1452,1023,1415
Arpp21,0,0,0,0,0,0,0,0,0
Arr3,19,18,10,21,37,34,26,35,18
Arrb1,821,1040,845,229,219,264,621,583,474
Arrb2,98,119,94,69,77,105,35,42,19
Arrdc1,1214,1200,1019,1401,1268,1479,2345,2235,2040
Arrdc2,75,84,73,199,240,216,303,252,210
Arrdc3,733,712,537,1211,1015,1118,430,283,312
Arrdc4,452,498,402,523,575,801,1395,1383,950
Arrdc5,0,0,0,0,0,0,1,0,0
Arsa,556,465,386,364,282,355,551,457,395
Arsb,1012,1078,990,539,492,660,702,739,582
Arse,227,227,219,273,256,231,331,325,330
Arsg,3,0,0,0,0,0,0,0,0
Arsi,0,2,0,0,0,0,0,0,0
Arsj,0,3,0,0,0,0,0,0,0
Arsk,129,106,105,38,44,50,44,62,48
Art1,0,0,0,0,0,0,0,0,0
Art2b,0,0,0,0,0,0,0,0,0
Art3,3,15,1,1,5,0,3,5,4
Art4,1265,1258,904,62,52,67,393,312,226
Art5,0,0,0,0,0,0,0,0,0
Artn,208,217,178,249,184,271,427,403,306
Arv1,321,322,262,185,208,338,196,178,154
Arvcf,1461,1647,1237,504,547,623,643,677,586
Arx,0,0,0,0,0,0,0,0,0
As3mt,2,4,5,2,2,0,0,0,1
Asah1,1903,1955,1393,1263,1148,1512,1296,1165,756
Asah2,40,34,29,10,4,5,4,10,6
Asap1,1571,1601,1375,803,838,1184,2115,2207,1567
Asb1,90,50,30,64,52,66,80,71,76
Asb10,0,0,0,0,0,0,0,0,0
Asb11,0,0,0,0,0,0,0,3,0
Asb12,0,2,0,0,0,0,0,0,0
Asb13,328,257,177,43,36,75,73,63,41
Asb14,7,18,20,14,22,42,27,38,11
Asb16,0,0,0,0,0,0,0,0,0
Asb17,0,0,0,0,0,0,0,0,0
Asb18,0,0,0,0,0,0,0,0,0
Asb2,9,2,3,0,4,4,7,0,5
Asb3,216,190,178,76,69,96,95,77,78
Asb4,0,0,0,0,0,0,0,0,0
Asb5,2,3,0,1,0,0,0,0,2
Asb6,739,696,562,953,950,1099,515,488,502
Asb7,131,124,82,131,119,188,101,80,62
Asb8,821,683,643,138,83,229,137,174,128
Asb9,0,0,0,0,0,0,0,0,0
Ascc1,659,544,490,420,422,518,308,358,278
Ascc2,1975,2020,1574,999,797,1049,1349,1109,1055
Ascc3,1743,1846,1412,703,618,893,890,1048,619
Ascl1,0,0,0,0,0,0,0,0,0
Ascl2,0,9,3,0,1,1,2,0,2
Ascl3,1,4,1,5,1,1,3,2,5
Asf1a,544,467,465,211,175,281,140,112,95
Asf1b,375,694,893,0,2,2,2,5,4
Asgr1,0,0,2,7,1,8,4,0,2
Asgr2,0,0,0,0,0,5,0,1,2
Ash1l,1488,1319,1208,1751,1541,2346,1508,1600,1007
Ash2l,1971,1841,1520,494,486,601,504,463,350
Asic1,12,6,7,2,4,3,0,3,2
Asic2,51,33,22,39,39,73,32,38,27
Asic3,1,5,3,2,2,0,0,6,0
Asic4,1,3,9,0,6,11,3,0,4
Asic5,0,0,0,0,0,0,0,0,0
Asip,0,0,0,0,0,0,0,0,0
Asl,366,354,223,195,167,212,165,188,142
Asmt,2,3,2,0,1,4,4,6,1
Asmtl,284,358,280,347,258,238,287,268,357
Asna1,2112,1900,1430,2195,1915,2284,2446,2217,2030
Asns,4624,4967,4277,3007,2873,3884,2944,2820,1938
Asnsd1,1603,1479,1203,1103,1071,1335,1033,1030,723
Aspa,0,0,2,6,7,0,3,0,0
Aspdh,0,0,0,0,0,0,0,0,0
Aspg,18,29,9,87,75,98,95,76,75
Asphd2,0,0,1,0,0,0,0,0,0
Aspm,684,1306,1448,128,135,136,116,92,96
Aspn,0,0,0,0,0,0,0,0,0
Asrgl1,29,36,24,1,8,3,8,5,8
Ass1,1,4,2,0,7,0,0,1,0
Aste1,102,66,77,118,108,146,127,135,137
Astl,0,0,0,0,0,0,0,0,0
Astn1,0,0,0,0,0,0,0,0,0
Astn2,1,2,1,4,2,3,0,0,0
Asun,1218,1142,1018,1276,1221,1462,781,808,595
Asz1,0,0,0,0,0,0,0,0,0
Atad1,2634,2449,2176,1175,1110,1543,1140,1142,835
Atad2,1502,2265,2511,556,519,752,239,214,160
Atad2b,151,144,135,235,152,314,318,207,186
Atad3a,2803,2198,1605,497,477,675,677,667,548
Atat1,59,58,56,117,76,134,79,68,40
Atcay,0,0,0,0,2,1,0,0,0
Ate1,636,595,465,136,146,187,200,215,165
Atf1,1778,1718,1595,1353,1260,1749,1151,1193,825
Atf2,771,722,650,919,773,1337,704,763,575
Atf3,82,74,56,3284,3197,3734,2249,2402,1902
Atf4,6603,8689,8229,14231,13233,14320,14986,13545,11537
Atf5,1842,1895,1485,2821,2493,2914,2368,2550,1914
Atf6,1133,1146,1033,2446,2324,3171,2276,2319,1591
Atf6b,2257,2318,1865,1176,1095,1487,1880,1909,1658
Atf7,407,395,348,290,313,482,251,246,179
Atf7ip2,44,62,63,17,30,41,5,11,9
Atg10,75,123,79,9,11,17,11,32,16
Atg101,1494,1636,1108,2584,2439,2413,1730,1523,1506
Atg12,1103,1285,949,1435,1354,1773,1334,1103,913
Atg13,650,618,547,459,503,595,483,463,337
Atg14,259,274,189,558,538,662,436,455,278
Atg16l1,930,954,777,755,734,911,632,520,471
Atg16l2,103,121,90,130,111,137,153,142,133
Atg2a,894,989,708,1005,934,1104,619,714,541
Atg3,1113,1200,923,919,942,1010,1014,826,663
Atg4al1,294,226,136,110,97,90,97,95,95
Atg4b,991,925,820,688,662,832,708,654,494
Atg4c,241,222,178,70,33,131,41,42,18
Atg4d,996,814,634,747,717,936,500,454,464
Atg5,830,728,562,540,521,690,439,403,366
Atg7,415,416,315,157,170,291,206,181,205
Atg9a,1150,1275,974,741,789,985,1137,1004,867
Atg9b,5822,8510,5978,6956,7242,8098,11260,10860,9308
Atic,5133,4899,3704,1699,1471,2093,2000,2109,1674
Atl1,51,29,44,16,6,22,30,32,16
Atl2,645,657,630,791,793,1031,921,905,634
Atl3,1691,1839,1590,350,305,413,425,447,350
Atm,761,813,728,169,117,240,85,97,57
Atmin,407,367,350,462,397,598,603,436,480
Atn1,60,47,60,110,70,123,57,93,35
Atoh1,0,0,0,0,0,0,0,0,0
Atoh7,0,0,0,0,0,0,0,0,2
Atoh8,0,3,0,0,0,0,0,0,0
Atox1,755,787,681,457,442,525,574,511,572
Atp10a,329,482,401,488,467,535,430,569,316
Atp11a,18232,22626,18883,10452,9750,12745,14774,16004,10954
Atp12a,0,0,1,0,2,0,0,0,0
Atp13a1,2875,3296,2567,1543,1560,1893,1657,1781,1403
Atp13a2,994,963,707,319,245,485,404,402,295
Atp13a3,307,347,275,729,729,731,735,686,487
Atp13a4,16,38,58,2317,2290,2875,3250,3019,2495
Atp13a5,0,0,0,5,0,11,1,2,0
Atp1a1,18848,18046,13146,8373,8150,9791,6195,5967,5026
Atp1a2,0,0,0,0,0,2,0,0,0
Atp1a3,2,4,2,2,1,1,1,0,7
Atp1a4,0,0,0,1,0,0,1,0,0
Atp1b1,310,317,257,77,49,91,129,87,106
Atp1b2,1,3,0,15,8,1,8,3,3
Atp1b3,5325,5227,4081,2653,2447,3049,1968,1858,1408
Atp1b4,2,5,0,7,1,3,7,20,5
Atp2a1,24,39,29,13,11,16,32,32,20
Atp2a2,17729,20228,18517,10986,9983,14034,8470,8749,5971
Atp2a3,9,2,2,0,1,1,3,3,7
Atp2b1,2858,3279,2845,10145,9852,11526,6689,7123,5404
Atp2b2,0,0,0,0,0,1,0,0,0
Atp2b3,1,2,1,0,0,0,0,0,1
Atp2b4,8,9,16,64,62,50,11,3,5
Atp2c1,2167,2192,1916,1458,1330,1963,1512,1455,1108
Atp2c2,654,628,486,589,577,604,501,390,398
Atp4a,8,2,5,1,0,0,1,0,4
Atp4b,0,0,0,0,0,0,0,0,0
Atp5a1,11326,11354,9263,5110,4863,7209,6887,6432,5248
Atp5b,20848,21311,16165,12699,12089,14566,13435,12116,11131
Atp5c1,3590,3450,2556,926,821,1147,956,940,807
Atp5d,3459,3678,2922,2533,2412,2675,3335,2994,3526
Atp5e,1121,1231,1009,1070,949,909,1288,1134,1350
Atp5f1,147,103,88,68,41,83,85,76,52
Atp5g1,1913,1932,1440,894,872,905,607,600,756
Atp5g2,2647,3079,2297,2602,2533,2463,2867,2479,3111
Atp5g3,3238,3527,2478,1426,1376,1581,2003,1751,1451
Atp5h,3263,3206,2644,2351,2194,2138,2568,2102,2256
Atp5i,450,481,373,255,248,116,337,223,403
Atp5j,1464,1627,1263,507,510,484,802,754,683
Atp5j2,2064,2234,1927,1679,1689,1505,2212,1790,2308
Atp5l,2185,2349,1819,1521,1442,1597,1991,1657,1909
Atp5o,2087,2242,1721,1021,1000,1176,1075,917,997
Atp5s,160,177,120,47,51,45,59,58,40
